skpdID,instansiID,kode,unitID,satker,nama,singkatan,alamat,telepon,email,isactive,isparent,isrup,created,createdip,createdby,updated,updatedip,updatedby
263,1,70,4.05.27.01,71607,Kecamatan Arcamanik,,Jl. Cisaranten Kulon Bandung,022-7801583,kec.manik[at]bandung.go.id    ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
264,1,,4.05.27.02,71607,Kelurahan Sukamiskin,KECAMATAN ARCAMANIK,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
265,1,,4.05.27.03,71607,Kelurahan Cisaranten Bina Harapan,KECAMATAN ARCAMANIK,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
266,1,,4.05.27.04,71607,Kelurahan Cisaranten Kulon,KECAMATAN ARCAMANIK,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
267,1,,4.05.27.05,71607,Kelurahan Cisaranten Endah,KECAMATAN ARCAMANIK,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
268,1,72,4.05.28.01,71602,Kecamatan Cibiru,,Jl. Manisi No.13 Bandung,022 - 7801582,kec.cbu[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
269,1,,4.05.28.02,71602,Kelurahan Palasari,KECAMATAN CIBIRU,Jl. Galumpit No.1 Bandung,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
270,1,,4.05.28.03,71602,Kelurahan Cipadung,KECAMATAN CIBIRU,Jl. AH. Nasution No.73 Bandung,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
271,1,,4.05.28.04,71602,Kelurahan Pasirbiru,KECAMATAN CIBIRU,Jl. AH. Nasution No.47 A  Bandung,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
272,1,,4.05.28.05,71602,Kelurahan Cisurupan,KECAMATAN CIBIRU,Jl. Cilengkrang I No.130 Bandung,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
273,1,73,4.05.29.01,71625,Kecamatan Antapani,,Jl. A H Nasution No. 14 Bandung,022 - 7271129,kec.atp[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
274,1,,4.05.29.02,71625,Kelurahan Antapani Kulon,KECAMATAN ANTAPANI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
275,1,,4.05.29.03,71625,Kelurahan Antapani Wetan,KECAMATAN ANTAPANI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
276,1,,4.05.29.04,71625,Kelurahan Antapani Tengah,KECAMATAN ANTAPANI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
277,1,,4.05.29.05,71625,Kelurahan Antapani Kidul,KECAMATAN ANTAPANI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
278,1,75,4.05.30.01,71610,Kecamatan Rancasari,,JL. Santosa Asih No.17 Bandung,022 - 7562918,kec.rcs[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
279,1,,4.05.30.02,71610,Kelurahan Cipamokolan,KECAMATAN RANCASARI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
280,1,,4.05.30.03,71610,Kelurahan Derwati,KECAMATAN RANCASARI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
281,1,,4.05.30.04,71610,Kelurahan Manjahlega,KECAMATAN RANCASARI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
282,1,,4.05.30.05,71610,Kelurahan Mekarjaya,KECAMATAN RANCASARI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
283,1,76,4.05.31.01,71614,Kecamatan Buahbatu,,Jl. Ciwastra no. 291 Bandung,022-7561945,kec.bubat[at]bandung.go.id ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
284,1,,4.05.31.02,71614,Kelurahan Sekejati,KECAMATAN BUAHBATU,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
285,1,,4.05.31.03,71614,Kelurahan Margasari,KECAMATAN BUAHBATU,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
286,1,,4.05.31.04,71614,Kelurahan Cijawura,KECAMATAN BUAHBATU,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
287,1,,4.05.31.05,71614,Kelurahan Jatisari,KECAMATAN BUAHBATU,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
288,1,71,4.05.32.01,71687,Kecamatan Bandung Kidul,,Jl. Batununggal No.3 Bandung,022 - 7531377,kec.bankid[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
289,1,,4.05.32.02,71687,Kelurahan Batununggal,KECAMATAN BANDUNG KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
290,1,,4.05.32.03,71687,Kelurahan Wates,KECAMATAN BANDUNG KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
291,1,,4.05.32.04,71687,Kelurahan Mengger,KECAMATAN BANDUNG KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
292,1,,4.05.32.05,71687,Kelurahan Kujangsari,KECAMATAN BANDUNG KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
293,1,77,4.05.33.01,71596,Kecamatan Gedebage,,Jl. Gedebage Selatan No. 292 Bandung,,kecgedebage@yahoo.com,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
294,1,,4.05.33.02,71596,Kelurahan Cimincrang,KECAMATAN GEDEBAGE,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
295,1,,4.05.33.03,71596,Kelurahan Cisaranten Kidul,KECAMATAN GEDEBAGE,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
296,1,,4.05.33.04,71596,Kelurahan Rancabolang,KECAMATAN GEDEBAGE,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
297,1,,4.05.33.05,71596,Kelurahan Rancanumpang,KECAMATAN GEDEBAGE,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
298,1,78,4.05.34.01,71591,Kecamatan Panyileukan,,"Jl. Soekarno Hatta KM 12,5 Bandung",(022) 7812727,kec.pnylk[at]bandung.go.id  ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
299,1,,4.05.34.02,71591,Kelurahan Cipadung Kulon,KECAMATAN PANYILEUKAN,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
300,1,,4.05.34.03,71591,Kelurahan Cipadung Wetan,KECAMATAN PANYILEUKAN,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
301,1,,4.05.34.04,71591,Kelurahan Cipadung Kidul,KECAMATAN PANYILEUKAN,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
302,1,,4.05.34.05,71591,Kelurahan Mekarmulya,KECAMATAN PANYILEUKAN,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
303,1,79,4.05.35.01,71585,Kecamatan Cinambo,,Jl.Jendral A.H. Nasution No. 82 Bandung,022 - 7815274,kec.cnb[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
304,1,,4.05.35.02,71585,Kelurahan Pakemitan,KECAMATAN CINAMBO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
305,1,,4.05.35.03,71585,Kelurahan Sukamulya,KECAMATAN CINAMBO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
306,1,,4.05.35.04,71585,Kelurahan Cisaranten Wetan,KECAMATAN CINAMBO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
307,1,,4.05.35.05,71585,Kelurahan Babakan Penghulu,KECAMATAN CINAMBO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
308,1,80,4.05.36.01,71580,Kecamatan Mandalajati,,Kecamatan Mandalajati Bandung,-,kec.mdljt[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
309,1,,4.05.36.02,71580,Kelurahan Jatihandap,KECAMATAN MANDALAJATI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
310,1,,4.05.36.03,71580,Kelurahan Karangpamulang,KECAMATAN MANDALAJATI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
311,1,,4.05.36.04,71580,Kelurahan Pasir Impun,KECAMATAN MANDALAJATI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
312,1,,4.05.36.05,71580,Kelurahan Sindang Jaya,KECAMATAN MANDALAJATI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
313,1,,2.17.01.01,102456,Dinas Perpustakaan Dan Kearsipan,,Jl. Seram No. 2 Bandung,022 - 4231921,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
314,1,,2.10.01.01,71988,Dinas Komunikasi dan Informatika,DISKOMINFO,Jl. Wastukancana No. 2 Bandung,022-4234892,diskominfo@bandung.go.id,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
315,1,,2.03.01.01,102478,Dinas Pangan Dan Pertanian,,Jl. Arjuna No. 45 Bandung,,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
316,1,,2.16.01.01,71987,Dinas Kebudayaan Dan Pariwisata,,Jl. Ahmad Yani No. 277 Bandung,022-7271724,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
317,1,,1.01.01.05,72006,Bidang PPSMP,,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
318,1,,1.02.01.32,72005,UPT Pelayanan Kesehatan Mobilitas,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
319,1,,1.02.01.33,72005,UPT Pelayanan Laboratorium Kesehatan,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
320,1,,1.03.01.02,102517,Sekretariat,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
321,1,,1.03.01.03,102517,Bidang Perencanaan,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
322,1,,1.03.01.04,102517,Bidang Pemeliharaan dan Pengendalian,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
323,1,,1.03.01.05,102517,Bidang Pembangunan dan Pengendalian,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
324,1,,1.03.01.06,102517,UPT Bojonagara,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
325,1,,1.03.01.07,102517,UPT Cibeunying,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
326,1,,1.03.01.08,102517,UPT Tegallega,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
327,1,,1.03.01.09,102517,UPT Karees,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
328,1,,1.03.01.10,102517,UPT Ujungberung,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
329,1,,1.03.01.11,102517,UPT Gedebage,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
330,1,,1.03.01.12,102517,UPT Produksi Campuran Aspal,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
331,1,,1.03.01.13,102517,UPT Pengujian Bahan dan Konstruksi,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
332,1,,1.03.01.14,102517,UPT Daerah Aliran Sungai,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
333,1,,1.03.01.15,102517,UPT Alat Berat,DINAS PEKERJAAN UMUM,Jl. Cianjur No. 34 Bandung,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
334,1,,4.02.01.02,102507,Sekretariat,Badan Pengelolaan Keuangan Dan Aset,Jl. Wastukancana No. 2 Bandung,,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
335,1,,4.02.01.03,102507,Bidang Anggaran,Badan Pengelolaan Keuangan Dan Aset,Jl. Wastukancana No. 2 Bandung,,,0,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
336,1,,4.02.01.04,102507,Bidang Perbendaharaan,Badan Pengelolaan Keuangan Dan Aset,Jl. Wastukancana No. 2 Bandung,,,0,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
337,1,,4.02.01.05,102507,Bidang Akuntansi,Badan Pengelolaan Keuangan Dan Aset,Jl. Wastukancana No. 2 Bandung,,,0,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
338,1,,4.02.01.06,102507,Bidang Pemberdayaan Aset,Badan Pengelolaan Keuangan Dan Aset,Jl. Wastukancana No. 2 Bandung,,,0,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
339,1,,4.02.01.09,102507,Dinas Pengelolaan Keuangan dan Aset Daerah (Selaku PPBD),Badan Pengelolaan Keuangan Dan Aset,Jl. Wastukancana No. 2 Bandung,,,0,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
340,1,,4.05.04.02,72044,Bagian Umum,SEKRETARIAT DPRD,Jl. Sukabumi No. 30 Bandung                   ,022 - 4203456,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
341,1,,4.05.04.03,72044,Bagian Rapat Risalah dan Dokumentasi Perundang-undangan,SEKRETARIAT DPRD,Jl. Sukabumi No. 30 Bandung                   ,,,0,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
342,1,,4.05.04.04,72044,Bagian Hubungan Masyarakat dan Protokol,SEKRETARIAT DPRD,Jl. Sukabumi No. 30 Bandung                   ,,,0,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
343,1,,4.05.04.05,72044,Bagian Keuangan,SEKRETARIAT DPRD,Jl. Sukabumi No. 30 Bandung                   ,,,0,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
344,1,,1.04.01.02,102472,Sekretariat,DPKP3,Jl. Caringin No. 103 Bandung,022 - 5410403,taman@gmail.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
345,1,,1.04.01.03,102472,Bidang Kawasan Permukiman,DPKP3,Jl. Caringin No. 103 Bandung,022 - 5410403,taman@gmail.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
346,1,,1.04.01.04,102472,Bidang Perumahan,DPKP3,Jl. Caringin No. 103 Bandung,022 - 5410403,taman@gmail.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
347,1,,1.04.01.05,102472,Bidang PSU,DPKP3,Jl. Caringin No. 103 Bandung,022 - 5410403,taman@gmail.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
348,1,,1.04.01.06,102472,Bidang Pertanahan,DPKP3,Jl. Caringin No. 103 Bandung,022 - 5410403,taman@gmail.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
349,1,,1.04.01.07,102472,Bidang Pertamanan,DPKP3,Jl. Caringin No. 103 Bandung,022 - 5410403,taman@gmail.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
